Jurusan,Kategori,Deskripsi,Skills,Karier,URL,combined
Keselamatan dan Kesehatan Kerja,Kesehatan & Ilmu Keolahragaan,Jurusan Keselamatan dan Kesehatan Kerja atau sering disebut sebagai Jurusan K3 akan memberikan pemahaman mengenai risiko dan pengelolaan bahaya yang dapat terjadi di dunia kerja ataupun suatu proyek.,"Kemampuan berpikir kritis, Kemampuan problem solving, Pemahaman manajemen risiko, Kemampuan analisis, Pemahaman standar keselamatan","Pegawai Negeri Sipil (PNS), Dosen, Quality Assurance (QA) & Quality Control (QC)",https://campus.quipper.com/majors/id-keselamatan-dan-kesehatan-kerja,"Keselamatan dan Kesehatan Kerja Kesehatan & Ilmu Keolahragaan Kemampuan berpikir kritis, Kemampuan problem solving, Pemahaman manajemen risiko, Kemampuan analisis, Pemahaman standar keselamatan Pegawai Negeri Sipil (PNS), Dosen, Quality Assurance (QA) & Quality Control (QC) Jurusan Keselamatan dan Kesehatan Kerja atau sering disebut sebagai Jurusan K3 akan memberikan pemahaman mengenai risiko dan pengelolaan bahaya yang dapat terjadi di dunia kerja ataupun suatu proyek."
Kedokteran Hewan,Kesehatan & Ilmu Keolahragaan,"Jurusan yang satu ini cocok banget untuk kamu para pecinta hewan. Kedokteran Hewan mempelajari pengobatan dan pencegahan penyakit pada hewan ternak dan hewan lainnya. Quipperian akan mempelajari hubungan antara hewan dengan masyarakat, termasuk cara mengidentifikasi suatu penyakit dan memastikan penyakit tersebut tidak menular ke manusia. Selain itu, bidang studi ini juga mempelajari tentang perkembangbiakan hewan, pengelolaan pengembangbiakan hewan, serta pengolahan produk peternakan.","Kemampuan melakukan observasi, Kemampuan melakukan analisis, Kemampuan meneliti, Kemampuan problem solving, Kemampuan membuat keputusan, Kemampuan berpikir kritis, Kemampuan komunikasi, Detil, Teliti, Tekun","Pegawai Negeri Sipil (PNS), Dokter Hewan, Pet Salon & Grooming, Perawat Hewan, Peternak, Ahli Bioteknologi, Dosen, Chocolatier, Research And Development (RnD)",https://campus.quipper.com/majors/id-kedokteran-hewan,"Kedokteran Hewan Kesehatan & Ilmu Keolahragaan Kemampuan melakukan observasi, Kemampuan melakukan analisis, Kemampuan meneliti, Kemampuan problem solving, Kemampuan membuat keputusan, Kemampuan berpikir kritis, Kemampuan komunikasi, Detil, Teliti, Tekun Pegawai Negeri Sipil (PNS), Dokter Hewan, Pet Salon & Grooming, Perawat Hewan, Peternak, Ahli Bioteknologi, Dosen, Chocolatier, Research And Development (RnD) Jurusan yang satu ini cocok banget untuk kamu para pecinta hewan. Kedokteran Hewan mempelajari pengobatan dan pencegahan penyakit pada hewan ternak dan hewan lainnya. Quipperian akan mempelajari hubungan antara hewan dengan masyarakat, termasuk cara mengidentifikasi suatu penyakit dan memastikan penyakit tersebut tidak menular ke manusia. Selain itu, bidang studi ini juga mempelajari tentang perkembangbiakan hewan, pengelolaan pengembangbiakan hewan, serta pengolahan produk peternakan."
Pendidikan Dokter,Kesehatan & Ilmu Keolahragaan,"Ini nih, salah satu Jurusan favorit banyak calon mahasiswa. Meski dikenal dengan perkuliahan yang padat dan ditempuh dengan waktu yang cukup lama, Jurusan Pendidikan Dokter nggak pernah sepi peminat. Saat berkuliah di Pendidikan Dokter kamu akan mempelajari cara mendiagnosis penyakit yang dialami pasien kemudian mengobati dan mencegah timbulnya kembali penyakit itu. Selama kuliah kamu banyak belajar anatomi tubuh manusia, biologi sel dan molekuler, genetika, biokimia, juga farmakologi. Kamu juga dibekali dengan latihan keterampilan dalam skill lab. Nah setelah fase perkuliahan pre-klinik, kamu bakalan dapat pelatihan dasar di berbagai stase di Rumah Sakit. Setelah itu, baru deh diputuskan mau langsung ambil program spesialisasi atau bekerja pada institusi kesehatan.","Kemampuan melakukan observasi, Kemampuan melakukan analisis, Kemampuan berpikir kritis dan terstruktur, Kemampuan problem solving, Keterampilan komunikasi, Detil, Teliti, Tekun","Teknisi Medis Gawat Darurat (Paramedis), Bagian Pengendalian Mutu Produk dan Kesehatan, Ahli Diet (Dietitian), Dokter, Ahli Gizi (Nutritionist), Teknisi Radiologi Medis, Penyuluh Kesehatan Masyarakat, Teknisi Laboratorium Klinis, Teknisi Alat Kesehatan, Bagian Administrasi Rumah Sakit, Staf Ahli Informasi Medis (Rekam Medis), Terapis Wicara, Terapis Okupasi, Ahli Akupuntur, Terapis Fisik (Fisioterapis), Psikolog Klinis, Research And Development (RnD), Psikiater",https://campus.quipper.com/majors/id-pendidikan-dokter,"Pendidikan Dokter Kesehatan & Ilmu Keolahragaan Kemampuan melakukan observasi, Kemampuan melakukan analisis, Kemampuan berpikir kritis dan terstruktur, Kemampuan problem solving, Keterampilan komunikasi, Detil, Teliti, Tekun Teknisi Medis Gawat Darurat (Paramedis), Bagian Pengendalian Mutu Produk dan Kesehatan, Ahli Diet (Dietitian), Dokter, Ahli Gizi (Nutritionist), Teknisi Radiologi Medis, Penyuluh Kesehatan Masyarakat, Teknisi Laboratorium Klinis, Teknisi Alat Kesehatan, Bagian Administrasi Rumah Sakit, Staf Ahli Informasi Medis (Rekam Medis), Terapis Wicara, Terapis Okupasi, Ahli Akupuntur, Terapis Fisik (Fisioterapis), Psikolog Klinis, Research And Development (RnD), Psikiater Ini nih, salah satu Jurusan favorit banyak calon mahasiswa. Meski dikenal dengan perkuliahan yang padat dan ditempuh dengan waktu yang cukup lama, Jurusan Pendidikan Dokter nggak pernah sepi peminat. Saat berkuliah di Pendidikan Dokter kamu akan mempelajari cara mendiagnosis penyakit yang dialami pasien kemudian mengobati dan mencegah timbulnya kembali penyakit itu. Selama kuliah kamu banyak belajar anatomi tubuh manusia, biologi sel dan molekuler, genetika, biokimia, juga farmakologi. Kamu juga dibekali dengan latihan keterampilan dalam skill lab. Nah setelah fase perkuliahan pre-klinik, kamu bakalan dapat pelatihan dasar di berbagai stase di Rumah Sakit. Setelah itu, baru deh diputuskan mau langsung ambil program spesialisasi atau bekerja pada institusi kesehatan."
Pendidikan Dokter Gigi,Kesehatan & Ilmu Keolahragaan,"Pendidikan Dokter Gigi merupakan bidang ilmu yang mempelajari berbagai hal untuk jadi “an architect of the smile.” jadi terbayang kan betapa senangnya jika orang lain bisa tersenyum indah karena kamu. Tidak terbatas pada pengobatan penyakit gigi dan mulut dokter gigi juga memiliki peran pada pengobatan lain seperti kanker mulut, merawat dan mempromosikan kesehatan mulut, kerja gigi dan lidah, ludah, serta kesadaran untuk menjaga kesehatan mulut.","Kemampuan melakukan observasi, Kemampuan melakukan analisis, Kemampuan berpikir sistematis, Kemampuan problem solving, Kemampuan komunikasi, Detil, tetiti, tekun","Bagian Pengendalian Mutu Produk dan Kesehatan, Penyiar, Jurnalis (Reporter), Dosen, Pekerja Sosial Medis, Dokter Gigi, Content Creator, Wirausaha (Entrepreuner), System Analyst",https://campus.quipper.com/majors/id-pendidikan-dokter-gigi,"Pendidikan Dokter Gigi Kesehatan & Ilmu Keolahragaan Kemampuan melakukan observasi, Kemampuan melakukan analisis, Kemampuan berpikir sistematis, Kemampuan problem solving, Kemampuan komunikasi, Detil, tetiti, tekun Bagian Pengendalian Mutu Produk dan Kesehatan, Penyiar, Jurnalis (Reporter), Dosen, Pekerja Sosial Medis, Dokter Gigi, Content Creator, Wirausaha (Entrepreuner), System Analyst Pendidikan Dokter Gigi merupakan bidang ilmu yang mempelajari berbagai hal untuk jadi “an architect of the smile.” jadi terbayang kan betapa senangnya jika orang lain bisa tersenyum indah karena kamu. Tidak terbatas pada pengobatan penyakit gigi dan mulut dokter gigi juga memiliki peran pada pengobatan lain seperti kanker mulut, merawat dan mempromosikan kesehatan mulut, kerja gigi dan lidah, ludah, serta kesadaran untuk menjaga kesehatan mulut."
Kebidanan,Kesehatan & Ilmu Keolahragaan,"Jurusan Kebidanan merupakan jurusan yang akan mengajarkan kamu cara menolong persalinan, kamu akan berperan dalam membantu dan memimpin persalinan. Kamu juga akan dilatih untuk melakukan pemeriksaan kehamilan, melakukan perawatan, juga memberikan asuhan kepada pasien. Selain disiapkan menjadi tenaga medis dalam proses persalinan, kamu juga akan berperan dalam membantu ibu saat proses menyusui, pemulihan kesehatan ibu pasca melahirkan, hingga program keluarga berencana. Kuliahnya nggak cuma teori lho, tapi juga didukung oleh praktek. Dijamin seru deh, Quipperian!","Kemampuan komunikasi, Kemampuan beradaptasi dengan lingkungan secara cepat, Kemampuan melakukan observasi, Kemampuan melakukan analisis, Kemampuan berpikir kritis, Keterampilan interpersonal","Dosen, Pengasuh Anak/Bayi, Pekerja Sosial Medis, Perawat Lansia (Care Worker), Pekerja Sosial (Social Worker), Bidan, Penyuluh Kesehatan Masyarakat, Wirausaha (Entrepreuner), Research And Development (RnD), System Analyst",https://campus.quipper.com/majors/id-kebidanan,"Kebidanan Kesehatan & Ilmu Keolahragaan Kemampuan komunikasi, Kemampuan beradaptasi dengan lingkungan secara cepat, Kemampuan melakukan observasi, Kemampuan melakukan analisis, Kemampuan berpikir kritis, Keterampilan interpersonal Dosen, Pengasuh Anak/Bayi, Pekerja Sosial Medis, Perawat Lansia (Care Worker), Pekerja Sosial (Social Worker), Bidan, Penyuluh Kesehatan Masyarakat, Wirausaha (Entrepreuner), Research And Development (RnD), System Analyst Jurusan Kebidanan merupakan jurusan yang akan mengajarkan kamu cara menolong persalinan, kamu akan berperan dalam membantu dan memimpin persalinan. Kamu juga akan dilatih untuk melakukan pemeriksaan kehamilan, melakukan perawatan, juga memberikan asuhan kepada pasien. Selain disiapkan menjadi tenaga medis dalam proses persalinan, kamu juga akan berperan dalam membantu ibu saat proses menyusui, pemulihan kesehatan ibu pasca melahirkan, hingga program keluarga berencana. Kuliahnya nggak cuma teori lho, tapi juga didukung oleh praktek. Dijamin seru deh, Quipperian!"
Radiologi,Kesehatan & Ilmu Keolahragaan,"Radiologi adalah cabang ilmu kedokteran yang mempelajari pemindaian dan diagnosis bagian dalam tubuh manusia menggunakan implementasi radiasi gelombang. Awalnya, teknologi radiologi yang digunakan untuk memindai kondisi tubuh manusia menggunakan radiasi sinar-x. Namun, seiring berkembangnya ilmu pengetahuan, kini tidak hanya lagi menggunakan sinar-X tetapi menggunakan ultrasonik (MRI & USG).","Kemampuan analisis, Kemampuan komunikasi, Pemahaman anatomi, Pemahaman fisiologi, Pemahaman fisika",Teknisi Radiologi Medis,https://campus.quipper.com/majors/id-radiologi,"Radiologi Kesehatan & Ilmu Keolahragaan Kemampuan analisis, Kemampuan komunikasi, Pemahaman anatomi, Pemahaman fisiologi, Pemahaman fisika Teknisi Radiologi Medis Radiologi adalah cabang ilmu kedokteran yang mempelajari pemindaian dan diagnosis bagian dalam tubuh manusia menggunakan implementasi radiasi gelombang. Awalnya, teknologi radiologi yang digunakan untuk memindai kondisi tubuh manusia menggunakan radiasi sinar-x. Namun, seiring berkembangnya ilmu pengetahuan, kini tidak hanya lagi menggunakan sinar-X tetapi menggunakan ultrasonik (MRI & USG)."
Ilmu Keperawatan,Kesehatan & Ilmu Keolahragaan,"Ilmu Keperawatan merupakan bidang studi yang menyiapkan kamu menjadi seorang perawat. Di jurusan ini Quipperian akan mempelajari teori dan teknologi baru untuk mengembalikan dan merawat kesehatan mental dan fisik seseorang yang mengidap suatu penyakit dan penyandang disabilitas. Bidang spesialisasi untuk setiap kelas perawat antara lain perawat dewasa, perawat anak-anak, perawat manula, perawat untuk mental, dan perawatan jalan.","Kemampuan komunikasi, Kemampuan berpikir kritis, Kemampuan problem solving, Kemampuan bekerja secara tim, Keterampilan interpersonal, Teliti, detail, tekun","Pengasuh Anak/Bayi, Instruktur Perawat, Pekerja Sosial Medis, Perawat Lansia (Care Worker), Perawat Kesehatan Mental, Perawat, Teknisi Radiologi Medis, Perawat Gigi, Terapis Wicara, Terapis Okupasi, Terapis Fisik (Fisioterapis), Research And Development (RnD)",https://campus.quipper.com/majors/id-ilmu-keperawatan,"Ilmu Keperawatan Kesehatan & Ilmu Keolahragaan Kemampuan komunikasi, Kemampuan berpikir kritis, Kemampuan problem solving, Kemampuan bekerja secara tim, Keterampilan interpersonal, Teliti, detail, tekun Pengasuh Anak/Bayi, Instruktur Perawat, Pekerja Sosial Medis, Perawat Lansia (Care Worker), Perawat Kesehatan Mental, Perawat, Teknisi Radiologi Medis, Perawat Gigi, Terapis Wicara, Terapis Okupasi, Terapis Fisik (Fisioterapis), Research And Development (RnD) Ilmu Keperawatan merupakan bidang studi yang menyiapkan kamu menjadi seorang perawat. Di jurusan ini Quipperian akan mempelajari teori dan teknologi baru untuk mengembalikan dan merawat kesehatan mental dan fisik seseorang yang mengidap suatu penyakit dan penyandang disabilitas. Bidang spesialisasi untuk setiap kelas perawat antara lain perawat dewasa, perawat anak-anak, perawat manula, perawat untuk mental, dan perawatan jalan."
Administrasi Kesehatan,Kesehatan & Ilmu Keolahragaan,"Jika bicara mengenai jurusan di bidang kesehatan, Jurusan Administrasi Kesehatan memang kalah populer jika dibandingkan jurusan-jurusan lainnya. Informasi menariknya, jurusan ini dapat dijadikan alternatif pilihan untuk yang ingin berkecimpung di dunia kesehatan tapi tidak melulu harus berhadapan dengan pasien.","Kemampuan komunikasi, Detail, tekun, teliti, Kemampuan manajemen waktu, Kemampuan analisis, Kemampuan berpikir strategis","Dosen, Bagian Administrasi Rumah Sakit, Staf Ahli Informasi Medis (Rekam Medis)",https://campus.quipper.com/majors/id-administrasi-kesehatan,"Administrasi Kesehatan Kesehatan & Ilmu Keolahragaan Kemampuan komunikasi, Detail, tekun, teliti, Kemampuan manajemen waktu, Kemampuan analisis, Kemampuan berpikir strategis Dosen, Bagian Administrasi Rumah Sakit, Staf Ahli Informasi Medis (Rekam Medis) Jika bicara mengenai jurusan di bidang kesehatan, Jurusan Administrasi Kesehatan memang kalah populer jika dibandingkan jurusan-jurusan lainnya. Informasi menariknya, jurusan ini dapat dijadikan alternatif pilihan untuk yang ingin berkecimpung di dunia kesehatan tapi tidak melulu harus berhadapan dengan pasien."
Ilmu Keolahragaan,Kesehatan & Ilmu Keolahragaan,"Jurusan llmu Keolahragaan mengkaji olahraga dari perspektif kesehatan, terapan, hingga sosial. Tiga cabang ilmu tersebut nantinya bisa kamu pelajari lebih mendalam melalui peminatan ketika sudah menginjak semester 5. Mahasiswa jurusan ini antara lain mempelajari terapi untuk rehabilitasi fisik, manajemen olahraga hingga aktivitas jasmani.","Kekuatan dan ketahanan fisik, Pemahaman ilmu kesehatan, Penguasaan berbagai teknik dalam olahraga, Kemampuan analisis, Kemampuan evaluasi, Kemampuan bekerja dalam tim, Komunikatif","Dosen, Pelatih Olahraga / Instruktur Olahraga, Atlet",https://campus.quipper.com/majors/id-ilmu-keolahragaan,"Ilmu Keolahragaan Kesehatan & Ilmu Keolahragaan Kekuatan dan ketahanan fisik, Pemahaman ilmu kesehatan, Penguasaan berbagai teknik dalam olahraga, Kemampuan analisis, Kemampuan evaluasi, Kemampuan bekerja dalam tim, Komunikatif Dosen, Pelatih Olahraga / Instruktur Olahraga, Atlet Jurusan llmu Keolahragaan mengkaji olahraga dari perspektif kesehatan, terapan, hingga sosial. Tiga cabang ilmu tersebut nantinya bisa kamu pelajari lebih mendalam melalui peminatan ketika sudah menginjak semester 5. Mahasiswa jurusan ini antara lain mempelajari terapi untuk rehabilitasi fisik, manajemen olahraga hingga aktivitas jasmani."
Anestesi,Kesehatan & Ilmu Keolahragaan,"Jurusan Anestesi adalah program studi yang mempelajari anestesi umum meliputi resusitasi, obat-obat anestesi dan monitoring hemodinamik dll kepada pasien sebelum dan pasca operasi.","Menailai kondisi pasien praoperasi, Memantau fungsi vital pasien selama proses operasi, Menentukan jenis anestesi, Mampu menangani tindakan emergensi, Pengelolaan trauma pasien","Dokter, Perawat",https://campus.quipper.com/majors/id-anestesi,"Anestesi Kesehatan & Ilmu Keolahragaan Menailai kondisi pasien praoperasi, Memantau fungsi vital pasien selama proses operasi, Menentukan jenis anestesi, Mampu menangani tindakan emergensi, Pengelolaan trauma pasien Dokter, Perawat Jurusan Anestesi adalah program studi yang mempelajari anestesi umum meliputi resusitasi, obat-obat anestesi dan monitoring hemodinamik dll kepada pasien sebelum dan pasca operasi."
Farmasi Klinis,Kesehatan & Ilmu Keolahragaan,"Salah satu jurusan yang bisa kamu pertimbangkan jika memiliki minat di bidang kesehatan adalah Farmasi Klinis. Jurusan Farmasi Klinis merupakan salah satu jurusan yang masih termasuk dalam cabang Ilmu Farmasi. Di jurusan ini, kamu akan belajar tentang berbagai hal seputar pelayanan dan pemberian obat pada fasilitas kesehatan seperti klinik, puskesmas maupun apotek.","Kemampuan meneliti, Kemampuan menganalisis, Kemampuan pelayanan kefarmasian, Keterampilan pembuatan produk farmasi, Kemampuan penjaminan mutu, Kemampuan komunikasi, Pemahaman kimia, Pemahaman biologi molekuler","Pegawai Negeri Sipil (PNS), Dosen, Teknisi Laboratorium Klinis, Apoteker, Research And Development (RnD)",https://campus.quipper.com/majors/id-farmasi-klinis,"Farmasi Klinis Kesehatan & Ilmu Keolahragaan Kemampuan meneliti, Kemampuan menganalisis, Kemampuan pelayanan kefarmasian, Keterampilan pembuatan produk farmasi, Kemampuan penjaminan mutu, Kemampuan komunikasi, Pemahaman kimia, Pemahaman biologi molekuler Pegawai Negeri Sipil (PNS), Dosen, Teknisi Laboratorium Klinis, Apoteker, Research And Development (RnD) Salah satu jurusan yang bisa kamu pertimbangkan jika memiliki minat di bidang kesehatan adalah Farmasi Klinis. Jurusan Farmasi Klinis merupakan salah satu jurusan yang masih termasuk dalam cabang Ilmu Farmasi. Di jurusan ini, kamu akan belajar tentang berbagai hal seputar pelayanan dan pemberian obat pada fasilitas kesehatan seperti klinik, puskesmas maupun apotek."
